Date,M,V,P,Mom
2022-02,-0.003,0.0159,-0.013999999999999999,-0.0174
2022-03,-0.0154,-0.0096,-0.0095,0.0025
2022-04,-0.08470000000000001,-0.0717,-0.0898,-0.0821
2022-05,0.0129,0.0165,0.0206,0.0148
2022-06,-0.0676,-0.048799999999999996,-0.08289999999999999,-0.07690000000000001
2022-07,0.0575,0.0231,0.078,0.0407
2022-08,-0.0292,-0.0183,-0.040999999999999995,-0.02
2022-09,-0.09079999999999999,-0.08539999999999999,-0.0981,-0.0827
2022-10,0.0218,0.0068000000000000005,0.0333,0.013000000000000001
2022-11,0.1049,0.12390000000000001,0.0962,0.1043
2022-12,0.005,0.0567,-0.0043,0.0342
2023-01,0.0508,0.0432,0.0489,0.0239
2023-02,-0.036199999999999996,-0.0070999999999999995,-0.0499,-0.024900000000000002
2023-03,0.0433,0.0001,0.0533,0.0275
2023-04,0.0007999999999999995,0.015,0.0023,0.0027
2023-05,0.008799999999999999,-0.0008,0.0213,0.0137
2023-06,0.03949999999999999,0.058899999999999994,0.027200000000000002,0.0449
2023-07,0.0289,0.0644,0.0215,0.031
2023-08,-0.0178,-0.0045000000000000005,-0.027000000000000003,-0.022400000000000003
2023-09,-0.0204,0.0353,-0.0365,-0.0174
2023-10,-0.044899999999999995,-0.042300000000000004,-0.0391,-0.049800000000000004
2023-11,0.0794,0.0464,0.11539999999999999,0.07980000000000001
2023-12,0.0477,0.0279,0.064,0.032400000000000005
2024-01,0.0306,0.050499999999999996,0.0222,0.06
2024-02,0.0291,0.0263,0.0148,0.0745
2024-03,0.0329,0.0662,0.026600000000000002,0.0524
2024-04,-0.055400000000000005,-0.038900000000000004,-0.0781,-0.0661
2024-05,0.0094,0.0311,0.015600000000000001,0.0242
2024-06,-0.006500000000000001,-0.016399999999999998,0.0105,-0.0124
2024-07,0.0665,0.07429999999999999,0.0626,0.044199999999999996
2024-08,0.00029999999999999905,-0.0444,0.0304,-0.0197
2024-09,0.0033,0.002,0.0062,-0.0013
2024-10,-0.0387,-0.0231,-0.0356,-0.026600000000000002
2024-11,0.0083,0.046900000000000004,0.0143,0.0072
2024-12,-0.008199999999999999,-0.0105,-0.0075,-0.0143
2025-01,0.0124,0.0297,0.013999999999999999,0.0146
2025-02,-0.0073,0.009000000000000001,-0.004699999999999999,-0.022099999999999998
2025-03,0.0064,0.0265,-0.020099999999999996,0.0105
2025-04,0.0572,-0.0011,0.076,0.0518
2025-05,0.040499999999999994,0.0557,0.043,0.0546
2025-06,0.0204,0.0,0.0429,0.0378
2025-07,-0.016900000000000002,0.0098,-0.0424,-0.0384
2025-08,0.0716,0.1012,0.0475,0.0592
2025-09,0.021800000000000003,0.0184,0.0223,0.0346
2025-10,0.0187,-0.0255,0.0434,0.055999999999999994
2025-11,0.00010000000000000026,0.0537,-0.0040999999999999995,-0.035
2025-12,0.0074,0.027000000000000003,-0.0173,-0.021400000000000002
2026-01,0.05910000000000001,0.0977,0.038599999999999995,0.0852
2026-02,0.0925,0.1052,0.0728,0.1164
2026-03,-0.1169,-0.1159,-0.1114,-0.1417
2026-04,0.083,0.049699999999999994,0.0787,0.18739999999999998
2026-05,0.0497,0.052000000000000005,0.0215,0.0833
2026-06,-0.0063,-0.011200000000000002,0.0429,0.0292
2026-07,0.0196,0.07400000000000001,-0.0385,-0.11349999999999999
