Date,M,V,P,Mom
2019-08,-0.0112,-0.03585,-0.0155,-0.013349999999999999
2019-09,0.040100000000000004,0.05565,0.025300000000000003,0.0207
2019-10,0.049800000000000004,0.06155,0.05005,0.0327
2019-11,0.0079,0.0072499999999999995,0.013900000000000001,0.0236
2019-12,0.022199999999999998,0.0291,0.02325,0.0319
2020-01,-0.0192,-0.03805,-0.028,-0.025249999999999998
2020-02,-0.0997,-0.11495,-0.1243,-0.128
2020-03,-0.0509,-0.0732,-0.0634,-0.03375
2020-04,0.0496,0.03345,0.07545,0.064
2020-05,0.0644,0.049100000000000005,0.08225,0.0667
2020-06,-0.0021000000000000003,-0.0213,0.0069500000000000004,0.019799999999999998
2020-07,-0.0197,-0.045149999999999996,-0.023499999999999997,0.0016499999999999987
2020-08,0.0786,0.09445,0.08825,0.048949999999999994
2020-09,0.022199999999999998,0.015349999999999999,0.04055,0.050699999999999995
2020-10,-0.0198,-0.02955,-0.01245,-0.0284
2020-11,0.10930000000000001,0.06405,0.108,0.0963
2020-12,0.04000000000000001,0.042,0.0312,0.01985
2021-01,-0.0123,-0.0018000000000000004,-0.01355,-0.0329
2021-02,0.011399999999999999,0.04435,0.010150000000000001,-0.0228
2021-03,0.0144,0.04875,0.00945,0.002049999999999998
2021-04,-0.0158,-0.0263,-0.0126,-0.0073999999999999995
2021-05,0.0086,0.01225,-0.0083,-0.01415
2021-06,0.0006,-0.012350000000000002,0.0098,0.0065499999999999985
2021-07,-0.0109,0.0072000000000000015,-0.0082,-0.015099999999999999
2021-08,0.0286,0.015449999999999998,0.0306,0.021400000000000002
2021-09,0.0298,0.0329,0.02675,0.03185
2021-10,-0.0382,-0.04725,-0.03685,-0.025849999999999998
2021-11,-0.0292,-0.05265,-0.0393,-0.0323
2021-12,0.0131,0.037599999999999995,-0.001749999999999999,0.016149999999999998
2022-01,-0.051399999999999994,0.00345,-0.09465,-0.08474999999999999
2022-02,-0.003,0.022,0.0002500000000000002,-0.006499999999999999
2022-03,-0.0154,-0.03305,-0.01095,-0.0139
2022-04,-0.08470000000000001,-0.0728,-0.09655,-0.0874
2022-05,0.0129,0.0169,0.01575,0.02035
2022-06,-0.0676,-0.0452,-0.07244999999999999,-0.06595000000000001
2022-07,0.0575,0.0342,0.0754,0.04825
2022-08,-0.0292,-0.0192,-0.024699999999999996,-0.0093
2022-09,-0.09079999999999999,-0.07465,-0.09440000000000001,-0.07869999999999999
2022-10,0.0218,0.0004500000000000003,0.024800000000000003,0.01535
2022-11,0.1049,0.1164,0.10579999999999999,0.10675000000000001
2022-12,0.005,0.0538,-0.0005,0.03185
2023-01,0.0508,0.044300000000000006,0.04925,0.03155
2023-02,-0.036199999999999996,-0.00745,-0.0471,-0.0238
2023-03,0.0433,0.018600000000000002,0.0474,0.03385
2023-04,0.0007999999999999995,0.011550000000000001,-0.0116,-0.0066
2023-05,0.008799999999999999,-0.01685,-0.005550000000000003,-0.00595
2023-06,0.03949999999999999,0.0481,0.027100000000000003,0.044399999999999995
2023-07,0.0289,0.05935,0.017849999999999998,0.02815
2023-08,-0.0178,0.00145,-0.024600000000000004,-0.013550000000000001
2023-09,-0.0204,0.0215,-0.03615,-0.0163
2023-10,-0.044899999999999995,-0.03765,-0.050300000000000004,-0.052500000000000005
2023-11,0.0794,0.0482,0.09994999999999998,0.0834
2023-12,0.0477,0.0442,0.06755,0.04385
2024-01,0.0306,0.035199999999999995,0.009600000000000001,0.04665
2024-02,0.0291,0.0179,0.012050000000000002,0.054400000000000004
2024-03,0.0329,0.0557,0.02425,0.03955
2024-04,-0.055400000000000005,-0.044050000000000006,-0.07995,-0.07395
2024-05,0.0094,0.02605,0.00945,0.0146
2024-06,-0.006500000000000001,-0.009449999999999998,0.006750000000000001,-0.0003500000000000005
2024-07,0.0665,0.072,0.06335,0.0456
2024-08,0.00029999999999999905,-0.02945,0.02475,-0.0078
2024-09,0.0033,0.00575,0.01325,0.0051
2024-10,-0.0387,-0.0393,-0.05245,-0.04655
2024-11,0.0083,0.0347,0.01615,0.022899999999999997
2024-12,-0.008199999999999999,-0.008400000000000001,-0.013349999999999999,-0.01435
2025-01,0.0124,0.02295,0.013,0.010100000000000001
2025-02,-0.0073,0.01715,-0.0025499999999999997,-0.01065
2025-03,0.0064,0.03025,0.0016500000000000004,0.01845
2025-04,0.0572,0.02255,0.0716,0.05775
2025-05,0.040499999999999994,0.04455,0.038650000000000004,0.0474
2025-06,0.0204,0.0128,0.0383,0.03365
2025-07,-0.016900000000000002,0.0127,-0.0262,-0.019
2025-08,0.0716,0.09405,0.064,0.07300000000000001
2025-09,0.021800000000000003,0.0218,0.0129,0.0213
2025-10,0.0187,-0.0327,-0.0098,0.008199999999999999
2025-11,0.00010000000000000026,0.050249999999999996,0.0037,-0.00015000000000000083
2025-12,0.0074,0.026000000000000002,-0.0062,-0.005350000000000001
2026-01,0.05910000000000001,0.08085,0.0319,0.0799
2026-02,0.0925,0.10844999999999999,0.066,0.1232
2026-03,-0.1169,-0.1149,-0.10550000000000001,-0.14505
2026-04,0.083,0.051000000000000004,0.06215,0.1573
2026-05,0.0497,0.033350000000000005,0.007899999999999999,0.04345
