period,strategy,construction,start,end,months,cagr,market_cagr,excess_cagr,ann_mean,ann_vol,sharpe_rf,max_dd,market_max_dd,information_ratio,monthly_win_rate,hac_t_excess,bootstrap_lo,bootstrap_hi,bootstrap_prob_positive,cumulative,scenario,haircut_bps,break_even_monthly_bps
recent,Value+Profitability+Momentum,size_balanced:base,2020-01,2026-06,78,0.08125450268214851,0.09277422286130355,-0.011519720179155035,0.09116666666666666,0.16030356441248508,0.40031163146117293,-0.2843466684405419,-0.2892664201632361,-0.3105856297030988,0.5,-1.0030730936628962,-0.029630833333333335,0.0091482692307692,0.1658,0.6616193406822493,base,20,-1.2016129312280526
recent,Value+Profitability+Momentum,size_balanced:double,2020-01,2026-06,78,0.07138128105016683,0.09277422286130355,-0.021392941811136712,0.08193589743589744,0.16024102016930478,0.3425686920915635,-0.291118135068848,-0.2892664201632361,-0.5959852567055453,0.47435897435897434,-1.9310040989245814,-0.03870455128205129,-0.00016391025641027105,0.0244,0.5654397318944346,double,40,-1.2016129312280526
recent,Value,big_only:gross,2020-01,2026-06,78,0.1433580255956608,0.09277422286130355,0.05058380273435725,0.1496923076923077,0.17428061059329358,0.7057719819672296,-0.21002525765986724,-0.2892664201632361,0.49141161069873357,0.5897435897435898,1.3069385127121007,-0.035015769230769246,0.10980269230769228,0.8876,1.3888263981667466,gross,0,38.01212323008304
recent,Value,big_only:base,2020-01,2026-06,78,0.14128341659852817,0.09277422286130355,0.04850919373722462,0.14784615384615385,0.17421708230891644,0.6953821727806351,-0.2116920468619773,-0.2892664201632361,0.4724175288760141,0.5897435897435898,1.2529197774841088,-0.036910384615384616,0.10798576923076918,0.8796,1.3607923773215922,base,20,38.01212323008304
recent,Value,big_only:double,2020-01,2026-06,78,0.13920848599384716,0.09277422286130355,0.04643426313254362,0.14600000000000002,0.17417335445640758,0.6849059702564892,-0.21335883606408756,-0.2892664201632361,0.4532868367992895,0.5897435897435898,1.1990638081715603,-0.038712307692307685,0.10606269230769229,0.8724,1.3330329578297406,double,40,38.01212323008304
recent,Profitability,big_only:gross,2020-01,2026-06,78,0.08603264876107519,0.09277422286130355,-0.006741574100228354,0.09632307692307693,0.1651741151986846,0.4194698578110069,-0.31328053183044424,-0.2892664201632361,-0.09119496119789147,0.5384615384615384,-0.3292644694598687,-0.03221807692307692,0.022676923076923074,0.3568,0.7099315636261343,gross,0,-5.188004318128388
recent,Profitability,big_only:base,2020-01,2026-06,78,0.08405896864804041,0.09277422286130355,-0.008715254213263135,0.09447692307692308,0.16507558290652216,0.40849351827287783,-0.31455459392352336,-0.2892664201632361,-0.1257899879083877,0.5256410256410257,-0.45673573935004047,-0.034030769230769226,0.02072538461538458,0.305,0.6898334170570746,base,20,-5.188004318128388
recent,Profitability,big_only:double,2020-01,2026-06,78,0.0820849824937866,0.09277422286130355,-0.01068924036751695,0.09263076923076922,0.16499791788714457,0.39745320412144997,-0.31582865601660226,-0.2892664201632361,-0.16017100463869213,0.5256410256410257,-0.584903607608469,-0.03567769230769231,0.01873923076923075,0.26,0.6699324491658154,double,40,-5.188004318128388
recent,Momentum,big_only:gross,2020-01,2026-06,78,0.12457727139354069,0.09277422286130355,0.031803048532237144,0.13412307692307696,0.18205408007492738,0.589211284727468,-0.302493049615171,-0.2892664201632361,0.43146817461732423,0.5384615384615384,1.058193377465939,-0.025016153846153858,0.10634115384615382,0.8378,1.1450156337618314,gross,0,24.080341882287033
recent,Momentum,big_only:base,2020-01,2026-06,78,0.0981044743387991,0.09277422286130355,0.005330251477495551,0.1101230769230769,0.18205408007492738,0.45680425445163236,-0.33171541479063804,-0.2892664201632361,0.11708687970698968,0.48717948717948717,0.2871603700643202,-0.04901615384615387,0.08234115384615381,0.5904,0.8373157473159407,base,20,24.080341882287033
recent,Momentum,big_only:double,2020-01,2026-06,78,0.07220390984857716,0.09277422286130355,-0.020570313012726382,0.08612307692307691,0.18205408007492738,0.32439722417579686,-0.35976953060570727,-0.2892664201632361,-0.19729441520334473,0.4230769230769231,-0.48387263733729813,-0.07301615384615387,0.058341153846153786,0.3232,0.5732690991938345,double,40,24.080341882287033
recent,Value+Momentum,big_only:gross,2020-01,2026-06,78,0.13663746639083652,0.09277422286130355,0.04386324352953297,0.1419076923076923,0.1634474698018155,0.7050226659026737,-0.23402585028861156,-0.2892664201632361,0.7776596391730118,0.6025641025641025,2.081411326158488,0.007437499999999992,0.0740476923076923,0.9926,1.2990202039356928,gross,0,33.05682173444121
recent,Value+Momentum,big_only:base,2020-01,2026-06,78,0.12217854769779324,0.09277422286130355,0.029404324836489693,0.12898461538461534,0.16342689530762708,0.6255894403938673,-0.2441120766968693,-0.2892664201632361,0.5298770725541265,0.5641025641025641,1.4125211290244086,-0.005523461538461551,0.0610780769230769,0.9484,1.115449947684489,base,20,33.05682173444121
recent,Value+Momentum,big_only:double,2020-01,2026-06,78,0.10788746511728342,0.09277422286130355,0.015113242255979875,0.11606153846153844,0.1634116002886304,0.5461178942478009,-0.2540770048822203,-0.2892664201632361,0.2829386332669343,0.5384615384615384,0.7513736456408159,-0.018409038461538484,0.04821769230769225,0.8132,0.946353482640828,double,40,33.05682173444121
recent,Value+Profitability,big_only:gross,2020-01,2026-06,78,0.11691529405998224,0.09277422286130355,0.0241410711986787,0.12300769230769232,0.15513331299305058,0.6202548537432594,-0.25698862739432027,-0.2892664201632361,0.5577177773201436,0.6025641025641025,1.3360216868931352,-0.014477307692307694,0.04837153846153843,0.8986,1.0517835608723338,gross,0,18.342669151121417
recent,Value+Profitability,big_only:base,2020-01,2026-06,78,0.11488790946476524,0.09277422286130355,0.02211368660346169,0.12116153846153849,0.15504517064410597,0.6086393555301958,-0.258403146213235,-0.2892664201632361,0.5094026065070535,0.5769230769230769,1.2149367643881686,-0.016327115384615388,0.046354038461538453,0.8816,1.0276959663141807,base,20,18.342669151121417
recent,Value+Profitability,big_only:double,2020-01,2026-06,78,0.11286021235175592,0.09277422286130355,0.02008598949045237,0.11931538461538463,0.15497925724052616,0.5969238204331946,-0.25981766503215054,-0.2892664201632361,0.4602763289607301,0.5769230769230769,1.094473536023629,-0.018101730769230766,0.04442403846153846,0.8618,1.0038444265024626,double,40,18.342669151121417
recent,Profitability+Momentum,big_only:gross,2020-01,2026-06,78,0.10607094918248783,0.09277422286130355,0.013296726321184282,0.11522307692307693,0.16841154241138764,0.5243128740190257,-0.29558855905353487,-0.2892664201632361,0.2816590251152228,0.5769230769230769,0.8247614680483405,-0.016532692307692314,0.053223269230769234,0.7778,0.9257034461525178,gross,0,10.14673414280921
recent,Profitability+Momentum,big_only:base,2020-01,2026-06,78,0.09196927915632047,0.09277422286130355,-0.0008049437049830743,0.10230000000000002,0.16838385356932872,0.4473031445772444,-0.3118406415764393,-0.2892664201632361,0.02234352969041735,0.5128205128205128,0.06534686739183732,-0.029531153846153863,0.0404851923076923,0.5008,0.7716084058965047,base,20,10.14673414280921
recent,Profitability+Momentum,big_only:double,2020-01,2026-06,78,0.07803166798054084,0.09277422286130355,-0.014742554880762704,0.08937692307692308,0.16836128694583544,0.37025626157010594,-0.32773632113642504,-0.2892664201632361,-0.23608442324824627,0.47435897435897434,-0.6897144024216012,-0.04255442307692309,0.027741538461538397,0.258,0.6296895169793373,double,40,10.14673414280921
recent,Value+Profitability+Momentum,big_only:gross,2020-01,2026-06,78,0.12049954275235963,0.09277422286130355,0.02772531989105609,0.1267128205128205,0.15838615384784657,0.6309837271549457,-0.260724148416443,-0.2892664201632361,0.8250373860027543,0.6282051282051282,2.2174163658987216,0.008204871794871772,0.043528717948717925,0.9988,1.0949610057563608,gross,0,21.034195211952593
recent,Value+Profitability+Momentum,big_only:base,2020-01,2026-06,78,0.11029476483171519,0.09277422286130355,0.01752054197041164,0.11748205128205126,0.15834444903407424,0.5725351317779137,-0.2677055983684947,-0.2892664201632361,0.5240989408982784,0.6025641025641025,1.397127554085302,-0.001123974358974364,0.03442602564102562,0.9638,0.9740079548736227,base,20,21.034195211952593
recent,Value+Profitability+Momentum,big_only:double,2020-01,2026-06,78,0.10017361516764578,0.09277422286130355,0.007399392306342234,0.10825128205128207,0.15831242617105037,0.514023355579843,-0.27462756728754056,-0.2892664201632361,0.22578192361329763,0.5769230769230769,0.5976097726980979,-0.010548974358974384,0.025210641025641016,0.7842,0.8599358457256618,double,40,21.034195211952593
